   7.0256349e+00   3.8452905e+00   3.0000000e+00
   4.2584072e+00   5.0495187e+00   2.0000000e+00
   7.9638914e+00   3.1223608e+00   2.0000000e+00
   3.2842017e+00   1.5777590e+00   1.0000000e+00
   3.9621044e+00   5.0888096e+00   2.0000000e+00
   4.8363016e+00   7.7216098e+00   3.0000000e+00
   3.6721929e+00   2.5464273e+00   1.0000000e+00
   8.5915561e+00   2.2839986e+00   3.0000000e+00
   4.3379467e+00   1.8693823e+00   1.0000000e+00
   5.9129986e+00   3.7667562e+00   3.0000000e+00
   7.3808844e+00   4.5241703e+00   3.0000000e+00
   1.2071254e+00   2.1566809e+00   2.0000000e+00
   2.6179583e+00   4.0255333e+00   2.0000000e+00
   4.5510252e+00   3.0807157e+00   1.0000000e+00
   8.7643333e+00   6.1490561e+00   3.0000000e+00
   8.4969523e+00   2.2768632e+00   3.0000000e+00
   3.0821256e+00   5.2851392e+00   2.0000000e+00
   1.9170189e+00   3.3365604e+00   2.0000000e+00
   5.4366165e+00   7.2141278e+00   3.0000000e+00
   8.2931565e+00   7.0820096e+00   3.0000000e+00
   6.4910458e+00   9.0073834e+00   3.0000000e+00
   5.9089479e+00   5.6868135e+00   3.0000000e+00
   5.3771372e+00   7.5449386e+00   3.0000000e+00
   7.2626583e+00   7.4979229e+00   3.0000000e+00
   8.4844957e+00   2.9194507e+00   3.0000000e+00
   9.0193801e+00   2.7213107e+00   3.0000000e+00
   3.8596795e+00   3.6340459e+00   1.0000000e+00
   1.0140138e+01   9.2959512e+00   3.0000000e+00
   7.0661756e+00   5.2131462e+00   2.0000000e+00
   6.9804730e+00   4.8103463e+00   2.0000000e+00
   3.5150736e+00   1.8413926e+00   1.0000000e+00
   3.6800111e+00   3.9463931e+00   1.0000000e+00
   3.4424474e+00   1.2142332e+00   1.0000000e+00
   7.2185876e+00   6.8011793e+00   3.0000000e+00
   5.1253230e+00   5.3042003e+00   2.0000000e+00
   1.0923406e+01   3.6774610e+00   3.0000000e+00
   6.3832117e+00   6.6382273e+00   3.0000000e+00
   7.8467345e+00   4.0660050e+00   3.0000000e+00
   8.8969354e+00   4.7930885e+00   3.0000000e+00
   6.6326086e+00   8.2523610e+00   3.0000000e+00
   7.0669657e+00   8.4933209e+00   3.0000000e+00
   7.9097340e+00   2.8986327e+00   2.0000000e+00
   2.4095598e+00   1.4712458e+00   1.0000000e+00
   3.0117785e+00   2.9617180e+00   1.0000000e+00
   8.0340830e+00   2.8331834e+00   3.0000000e+00
   8.1941004e+00   2.2459403e+00   2.0000000e+00
   9.3914423e+00   5.9700005e+00   3.0000000e+00
   6.6917391e+00   2.0585040e+00   3.0000000e+00
   3.9293987e+00   5.4035299e+00   2.0000000e+00
   5.5203936e+00   5.2559865e+00   2.0000000e+00
   5.1211834e+00   5.7302037e+00   3.0000000e+00
   5.5142299e+00   1.6622498e+00   1.0000000e+00
   7.7202289e+00   7.8876166e+00   3.0000000e+00
   8.1298364e+00   2.1602591e+00   2.0000000e+00
   8.2946483e+00   2.1543313e+00   2.0000000e+00
   3.5454649e+00   2.6278953e+00   1.0000000e+00
   3.6400652e+00   2.5755502e+00   1.0000000e+00
   4.6219898e+00   5.7819808e+00   2.0000000e+00
   7.2131726e+00   5.7920879e+00   3.0000000e+00
   4.9989319e+00   1.0488290e+00   1.0000000e+00
   4.5704788e+00   1.0037309e+01   3.0000000e+00
   8.6368972e+00   4.3307644e+00   3.0000000e+00
   1.8276974e+00   2.1102710e+00   2.0000000e+00
   1.8021354e+00   2.4898699e+00   2.0000000e+00
   5.5822949e+00   5.6296527e+00   2.0000000e+00
   3.5349376e+00   5.6956784e+00   2.0000000e+00
   6.4747721e+00   5.4940132e+00   3.0000000e+00
   4.6797044e+00   5.7926742e+00   2.0000000e+00
   7.9907120e+00   3.8970466e+00   2.0000000e+00
   3.7566283e+00   1.6521894e+00   1.0000000e+00
   5.6405469e+00   4.6717414e+00   3.0000000e+00
   7.5403291e+00   4.3117453e+00   3.0000000e+00
   8.0531274e+00   2.9117289e+00   3.0000000e+00
   5.0360977e+00   5.6938995e+00   2.0000000e+00
   3.2064698e+00   5.1375913e+00   2.0000000e+00
   8.8940626e+00   6.5102599e+00   3.0000000e+00
   5.8498505e+00   2.4375167e+00   3.0000000e+00
   7.8496481e+00   3.0360671e+00   2.0000000e+00
   8.3536588e+00   3.9428363e+00   2.0000000e+00
   4.8909779e+00   6.6649307e+00   3.0000000e+00
   3.1248281e+00   2.9855054e+00   1.0000000e+00
   6.6062014e+00   4.4265519e+00   3.0000000e+00
   1.8652961e+00   4.0308909e+00   2.0000000e+00
   6.8375503e+00   2.7082225e+00   3.0000000e+00
   2.6506405e+00   3.3151118e+00   1.0000000e+00
   8.1144162e+00   2.9926238e+00   3.0000000e+00
   2.4305487e+00   4.2326310e+00   2.0000000e+00
   1.8098514e+00   2.1721824e+00   2.0000000e+00
