 -3.3091629e-001 -4.1120358e-001  1.8064581e+000  3.8819253e+000  1.7035821e+000  1.8486396e-001  1.5650878e+000  1.3868213e+000  1.9428680e+000  6.4087193e-001  1.5921455e+000  3.2506134e+000  1.0000000e+000
  5.6125251e-003 -3.6135566e-003  1.7746676e-001  2.3731049e+000  1.5158698e+000  2.3810047e+000  2.5653795e+000  2.2531572e+000  2.1187928e+000  7.9817930e-001  8.2495071e-001  1.7116927e+000  1.0000000e+000
 -5.0341998e-002 -3.3868512e-001  2.5326123e+000  5.9757857e-001  2.6601782e+000  2.6683876e+000  6.3814760e-001  2.0911267e+000  2.2944009e+000  3.5515254e-001  1.3449470e-001  1.9246818e+000  1.0000000e+000
  1.0063865e-001  6.9343186e-001  2.0621121e+000  2.0314766e+000  2.6138213e+000  3.7686398e+000  2.3830012e+000  1.6904487e+000  1.5029071e+000  1.1803562e+000  7.0681900e-001  2.7658065e-002  1.0000000e+000
 -1.6031124e-001 -5.7602935e-001  2.9315089e+000  1.5525992e+000  3.7999891e+000  1.7636795e+000  2.8925163e+000  3.5856734e-001  2.4791823e+000  1.4608364e+000  3.3512437e+000  3.1784625e-001  1.0000000e+000
 -3.0149047e-001  5.7558353e-002  3.1765219e+000  3.8432277e+000  3.0166019e+000  2.7706465e+000  3.2351060e+000  5.2854962e-001  6.4982811e-001  1.4652228e-001  2.3006743e-001  1.4061606e-001  1.0000000e+000
  1.0051034e-001 -6.4192064e-001  2.6459354e-001  3.4050629e+000  8.4907967e-001  1.0115928e+000  4.7635264e-001  3.3401813e+000  1.2316075e+000  3.0746519e+000  6.1640005e-001  3.3083670e+000  1.0000000e+000
  3.5682839e-001 -3.4150407e-001  3.9686352e+000  5.9803510e-001  1.8514987e+000  2.1456882e+000  6.8953411e-001  3.1713341e+000  1.7656803e-001  1.4414041e+000  3.8730290e+000  1.1940590e+000  1.0000000e+000
 -1.6182735e-001  8.2538792e-002  3.6807083e+000  5.0657849e-001  2.5384542e+000  3.4925306e+000  2.1930170e+000  6.5782594e-001  3.9796688e+000  1.7135120e+000  2.3851034e+000  1.6084379e+000  1.0000000e+000
  2.3061306e-001 -2.2978127e-002  1.6260221e+000  3.4970734e+000  2.8382772e+000  2.0634374e+000  3.2147493e+000  1.9928608e+000  3.7444612e+000  7.7002106e-001  2.9498142e+000  3.5305301e+000  1.0000000e+000
 -3.3358856e-002  7.3940019e-002  3.1625746e+000  2.7810734e+000  3.6830440e-001  5.8924489e-001  3.5524741e+000  2.6686752e+000  1.9990042e+000  3.7938265e-001  1.6579574e+000  2.3338760e+000  1.0000000e+000
 -8.2221360e-002  2.1409953e-001  1.7180368e+000  9.8786494e-001  2.3135180e+000  4.1847579e-001  2.8181055e+000  1.4562874e+000  1.2523715e+000  2.8475642e-001  1.6500969e+000  2.2624276e+000  1.0000000e+000
  8.2668720e-002 -1.2450921e-001  6.8129695e-001  1.0224700e+000  1.3450641e+000  2.6412268e+000  1.4830642e+000  8.1529680e-001  3.1201329e+000  2.3698303e+000  3.2817611e+000  3.8326561e-001  1.0000000e+000
  2.3038738e-001 -1.9502156e-001  2.8794064e+000  2.3672659e+000  1.3598758e+000  3.0899540e+000  2.1337860e+000  2.6529534e+000  1.1534209e+000  4.6156204e-001  2.2636942e+000  3.4393736e+000  1.0000000e+000
 -9.9925855e-002 -1.6626813e-001  4.5185807e-001  2.8408280e+000  3.1293213e+000  2.2635029e+000  2.4571204e+000  8.8603779e-001  2.3427555e+000  2.0796748e+000  1.3246823e+000  2.3515087e+000  1.0000000e+000
 -5.1160383e-002  1.1268605e-001  1.7952747e+000  3.2180788e+000  5.1383078e-001  2.9115150e+000  2.6850447e+000  2.3323206e+000  1.3163934e+000  3.7324562e+000  3.9572031e+000  1.2112431e+000  1.0000000e+000
 -1.7614176e-002  2.7036383e-001  3.8134797e+000  1.6346152e+000  1.9143031e+000  1.5580041e+000  2.7185484e+000  3.0714796e+000  6.1397756e-001  3.5355957e+000  3.7735916e+000  3.9751481e+000  1.0000000e+000
  1.8058697e-001  2.4112794e-002  3.5394353e+000  3.2445063e+000  1.1478279e+000  1.6392479e+000  2.3848247e+000  3.9320835e+000  3.7505851e-001  2.9357414e+000  4.6684554e-001  1.1968177e+000  1.0000000e+000
  2.0444236e-001 -3.0535486e-001  3.2964443e-001  3.3613684e+000  4.2762209e-001  7.8605752e-002  4.8397992e-001  3.9771944e-001  3.7961540e+000  1.3037805e+000  3.2476012e+000  3.7091025e+000  1.0000000e+000
 -3.2115165e-001  1.5026000e-001  2.3262847e+000  5.9226651e-002  3.9114758e+000  2.2686655e+000  1.1594826e+000  2.7459678e+000  3.1277486e+000  2.3742322e+000  8.4441779e-001  1.3966591e+000  1.0000000e+000
